seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr10	128077247	128077255	9	*	X01751	8038	127702902	128077127	374226	-	119	upstream	119	ADAM12
chr10	128994154	128994162	9	*	X01755	642938	128933690	128994422	60733	-	0	inside	259	INSYN2A
chr10	129705579	129705588	10	*	X01757	5791	129705325	129884164	178840	+	0	inside	253	PTPRE
chr10	133998618	133998626	9	*	X01803	10570	134000414	134019280	18867	+	1787	upstream	1787	DPYSL4
chr10	133999816	133999824	9	*	X01804	10570	134000414	134019280	18867	+	589	upstream	589	DPYSL4
chr10	134599702	134599710	9	*	X01819	84504	134598320	134599537	1218	-	164	upstream	164	NKX6-2
chr10	134600272	134600280	9	*	X01820	84504	134598320	134599537	1218	-	734	upstream	734	NKX6-2
chr10	134600926	134600936	11	*	X01821	84504	134598320	134599537	1218	-	1388	upstream	1388	NKX6-2
chr10	135150168	135150177	10	*	X01838	50632	135138928	135150475	11548	-	0	inside	297	CALY
chr10	135150181	135150192	12	*	X01839	50632	135138928	135150475	11548	-	0	inside	282	CALY
chr10	135150207	135150216	10	*	X01840	50632	135138928	135150475	11548	-	0	inside	258	CALY
chr10	135150239	135150247	9	*	X01841	50632	135138928	135150475	11548	-	0	inside	227	CALY
chr10	135150251	135150260	10	*	X01842	50632	135138928	135150475	11548	-	0	inside	214	CALY
chr10	135150263	135150272	10	*	X01843	50632	135138928	135150475	11548	-	0	inside	202	CALY
chr10	135150617	135150626	10	*	X01844	50632	135138928	135150475	11548	-	141	upstream	141	CALY
chr10	135150723	135150732	10	*	X01845	50632	135138928	135150475	11548	-	247	upstream	247	CALY
chr10	135150757	135150767	11	*	X01846	50632	135138928	135150475	11548	-	281	upstream	281	CALY
chr10	135150817	135150825	9	*	X01847	50632	135138928	135150475	11548	-	341	upstream	341	CALY
chr10	135150854	135150862	9	*	X01848	50632	135138928	135150475	11548	-	378	upstream	378	CALY
chr10	135150889	135150899	11	*	X01849	50632	135138928	135150475	11548	-	413	upstream	413	CALY
chr10	135150986	135150995	10	*	X01850	50632	135138928	135150475	11548	-	510	upstream	510	CALY
chr10	135150997	135151005	9	*	X01851	50632	135138928	135150475	11548	-	521	upstream	521	CALY
chr10	135151097	135151105	9	*	X01852	50632	135138928	135150475	11548	-	621	upstream	621	CALY
chr10	135151184	135151192	9	*	X01853	50632	135138928	135150475	11548	-	708	upstream	708	CALY
chr10	135151253	135151262	10	*	X01854	50632	135138928	135150475	11548	-	777	upstream	777	CALY
chr10	135151346	135151356	11	*	X01855	50632	135138928	135150475	11548	-	870	upstream	870	CALY
chr10	135151526	135151535	10	*	X01856	50632	135138928	135150475	11548	-	1050	upstream	1050	CALY
chr10	135151550	135151561	12	*	X01857	50632	135138928	135150475	11548	-	1074	upstream	1074	CALY
chr10	135151715	135151723	9	*	X01858	50632	135138928	135150475	11548	-	1239	upstream	1239	CALY
chr10	135192150	135192163	14	*	X01865	196743	135192741	135205198	12458	+	577	upstream	577	PAOX
chr10	135192166	135192179	14	*	X01866	196743	135192741	135205198	12458	+	561	upstream	561	PAOX
chr11	537352	537361	10	*	X01880	115399	537522	554916	17395	+	160	upstream	160	LRRC56
chr11	537352	537361	10	*	X01880	3265	532242	535550	3309	-	1801	upstream	1801	HRAS
chr11	574815	574826	12	*	X01882	57661	576483	612222	35740	+	1656	upstream	1656	PHRF1
chr11	575086	575094	9	*	X01883	57661	576483	612222	35740	+	1388	upstream	1388	PHRF1
chr11	636923	636932	10	*	X01884	1815	637305	640705	3401	+	372	upstream	372	DRD4
chr11	637467	637475	9	*	X01885	1815	637305	640705	3401	+	0	inside	161	DRD4
chr11	832060	832071	12	*	X01888	977	832952	838835	5884	+	880	upstream	880	CD151
chr11	1594251	1594259	9	*	X01904	1850	1575281	1593150	17870	-	1100	upstream	1100	DUSP8
chr11	1594251	1594259	9	*	X01904	338651	1593971	1620414	26444	+	0	inside	279	KRTAP5-AS1
chr11	2292189	2292197	9	*	X01943	430	2289728	2292182	2455	-	6	upstream	6	ASCL2
chr11	2890694	2890702	9	*	X02028	55539	2891263	2893336	2074	+	560	upstream	560	KCNQ1DN
chr11	2906838	2906846	9	*	X02029	1028	2904448	2906995	2548	-	0	inside	148	CDKN1C
chr11	2908069	2908117	49	*	X02030	1028	2904448	2906995	2548	-	1073	upstream	1073	CDKN1C
chr11	4659030	4659040	11	*	X02035	390038	4660945	4662068	1124	+	1904	upstream	1904	OR51D1
chr11	4659043	4659056	14	*	X02036	390038	4660945	4662068	1124	+	1888	upstream	1888	OR51D1
chr11	8290288	8290297	10	*	X02057	4004	8245851	8290182	44332	-	105	upstream	105	LMO1
chr11	8290572	8290583	12	*	X02058	4004	8245851	8290182	44332	-	389	upstream	389	LMO1
chr11	8290591	8290620	30	*	X02059	4004	8245851	8290182	44332	-	408	upstream	408	LMO1
chr11	9025610	9025619	10	*	X02060	56675	9002123	9025596	23474	-	13	upstream	13	NRIP3
chr11	9114249	9114277	29	*	X02061	283102	9115910	9117737	1828	+	1632	upstream	1632	KRT8P41
chr11	9114249	9114277	29	*	X02061	57758	9041047	9113150	72104	-	1098	upstream	1098	SCUBE2
chr11	10326924	10326932	9	*	X02063	133	10326642	10328923	2282	+	0	inside	281	ADM
chr11	10471773	10471784	12	*	X02064	272	10471868	10529126	57259	+	83	upstream	83	AMPD3
chr11	10471786	10471832	47	*	X02065	272	10471868	10529126	57259	+	35	upstream	35	AMPD3
chr11	10471888	10471922	35	*	X02066	272	10471868	10529126	57259	+	0	inside	19	AMPD3
chr11	14664650	14664659	10	*	X02074	5140	14665269	14893604	228336	+	609	upstream	609	PDE3B
chr11	14664682	14664691	10	*	X02075	5140	14665269	14893604	228336	+	577	upstream	577	PDE3B
chr11	15093819	15093827	9	*	X02079	797	15095146	15103888	8743	+	1318	upstream	1318	CALCB
chr11	17372755	17372763	9	*	X02086	374383	17373309	17398868	25560	+	545	upstream	545	NCR3LG1
chr11	17373048	17373056	9	*	X02087	374383	17373309	17398868	25560	+	252	upstream	252	NCR3LG1
chr11	17373541	17373549	9	*	X02088	374383	17373309	17398868	25560	+	0	inside	231	NCR3LG1
chr11	17498616	17498627	12	*	X02089	6833	17414432	17498449	84018	-	166	upstream	166	ABCC8
chr11	17755812	17755834	23	*	X02096	3746	17757495	17804602	47108	+	1660	upstream	1660	KCNC1
chr11	18433853	18433861	9	*	X02107	3948	18433853	18472793	38941	+	0	inside	0	LDHC
chr11	20384872	20384898	27	*	X02121	10553	20385231	20405329	20099	+	332	upstream	332	HTATIP2
chr11	20691304	20691313	10	*	X02123	4745	20691117	21597229	906113	+	0	inside	186	NELL1
chr11	30039470	30039478	9	*	X02128	3739	30031288	30038577	7290	-	892	upstream	892	KCNA4
chr11	30040068	30040076	9	*	X02129	3739	30031288	30038577	7290	-	1490	upstream	1490	KCNA4
chr11	30040079	30040096	18	*	X02130	3739	30031288	30038577	7290	-	1501	upstream	1501	KCNA4
chr11	30040103	30040130	28	*	X02131	3739	30031288	30038577	7290	-	1525	upstream	1525	KCNA4
chr11	30040491	30040502	12	*	X02132	3739	30031288	30038577	7290	-	1913	upstream	1913	KCNA4
chr11	30608478	30608498	21	*	X02136	744	30406040	30607930	201891	-	547	upstream	547	MPPED2
chr11	43601420	43601440	21	*	X02158	406918	43602944	43603033	90	+	1503	upstream	1503	MIR129-2
chr11	43963582	43963637	56	*	X02160	387763	43964106	43965433	1328	+	468	upstream	468	C11orf96
chr11	43964092	43964100	9	*	X02161	387763	43964106	43965433	1328	+	5	upstream	5	C11orf96
chr11	45824136	45824144	9	*	X02197	55343	45825623	45834567	8945	+	1478	upstream	1478	SLC35C1
chr11	56948214	56948231	18	*	X02204	219527	56949221	56959188	9968	+	989	upstream	989	LRRC55
chr11	57227223	57227231	9	*	X02208	349667	57228339	57244384	16046	+	1107	upstream	1107	RTN4RL2
chr11	57227234	57227243	10	*	X02209	349667	57228339	57244384	16046	+	1095	upstream	1095	RTN4RL2
chr11	57227403	57227412	10	*	X02210	349667	57228339	57244384	16046	+	926	upstream	926	RTN4RL2
chr11	57227497	57227512	16	*	X02211	349667	57228339	57244384	16046	+	826	upstream	826	RTN4RL2
chr11	57227531	57227539	9	*	X02212	349667	57228339	57244384	16046	+	799	upstream	799	RTN4RL2
chr11	61349559	61349580	22	*	X02238	9066	61281188	61348344	67157	-	1214	upstream	1214	SYT7
chr11	61349596	61349605	10	*	X02239	9066	61281188	61348344	67157	-	1251	upstream	1251	SYT7
chr11	61349922	61349931	10	*	X02240	9066	61281188	61348344	67157	-	1577	upstream	1577	SYT7
chr11	61349983	61349993	11	*	X02241	9066	61281188	61348344	67157	-	1638	upstream	1638	SYT7
chr11	62315647	62315656	10	*	X02247	79026	62201014	62314332	113319	-	1314	upstream	1314	AHNAK
chr11	62689652	62689670	19	*	X02248	1128	62676151	62689012	12862	-	639	upstream	639	CHRM1
chr11	63439889	63439897	9	*	X02250	25923	63396437	63439444	43008	-	444	upstream	444	ATL3
chr11	64739565	64739575	11	*	X02284	283129	64705929	64739557	33629	-	7	upstream	7	MAJIN
chr11	64739629	64739639	11	*	X02285	283129	64705929	64739557	33629	-	71	upstream	71	MAJIN
chr11	65342419	65342430	12	*	X02288	254102	65343509	65360116	16608	+	1078	upstream	1078	EHBP1L1
chr11	65669808	65669832	25	*	X02298	8061	65659692	65667997	8306	-	1810	upstream	1810	FOSL1
chr11	66187014	66187022	9	*	X02306	266743	66188475	66194177	5703	+	1452	upstream	1452	NPAS4
chr11	67408704	67408717	14	*	X02313	347853	67398774	67407031	8258	-	1672	upstream	1672	TBX10
chr11	67408754	67408766	13	*	X02314	347853	67398774	67407031	8258	-	1722	upstream	1722	TBX10
chr11	68611013	68611021	9	*	X02318	1374	68522088	68609399	87312	-	1613	upstream	1613	CPT1A
chr11	69590813	69590821	9	*	X02322	2249	69587797	69590171	2375	-	641	upstream	641	FGF4
chr11	72493597	72493605	9	*	X02345	100616410	72494575	72494637	63	+	969	upstream	969	MIR4692
chr11	72493607	72493620	14	*	X02346	100616410	72494575	72494637	63	+	954	upstream	954	MIR4692
chr11	72493622	72493626	5	*	X02347	100616410	72494575	72494637	63	+	948	upstream	948	MIR4692
chr11	75480917	75480926	10	*	X02361	283214	75469500	75479692	10193	-	1224	upstream	1224	LOC283214
chr11	75922024	75922032	9	*	X02373	7481	75897370	75921803	24434	-	220	upstream	220	WNT11
chr11	75923035	75923045	11	*	X02374	7481	75897370	75921803	24434	-	1231	upstream	1231	WNT11
chr11	75923076	75923084	9	*	X02375	7481	75897370	75921803	24434	-	1272	upstream	1272	WNT11
chr11	76381520	76381528	9	*	X02378	2615	76368568	76381791	13224	-	0	inside	262	LRRC32
chr11	76382071	76382079	9	*	X02379	2615	76368568	76381791	13224	-	279	upstream	279	LRRC32
chr11	79151884	79151903	20	*	X02384	26011	78364328	79151695	787368	-	188	upstream	188	TENM4
chr11	79151906	79151926	21	*	X02385	26011	78364328	79151695	787368	-	210	upstream	210	TENM4
chr11	79152035	79152062	28	*	X02386	26011	78364328	79151695	787368	-	339	upstream	339	TENM4
chr11	86383578	86383588	11	*	X02390	10873	86152150	86383678	231529	-	0	inside	89	ME3
chr11	92702785	92702793	9	*	X02399	4544	92702789	92715948	13160	+	0	overlapStart	0	MTNR1B
chr11	94245181	94245190	10	*	X02402	643037	94245695	94265289	19595	+	504	upstream	504	C11orf97
chr11	101000495	101000503	9	*	X02411	5241	100900355	101000544	100190	-	0	inside	40	PGR
chr11	110584322	110584334	13	*	X02415	57569	110447759	110583912	136154	-	409	upstream	409	ARHGAP20
chr11	110584454	110584463	10	*	X02416	57569	110447759	110583912	136154	-	541	upstream	541	ARHGAP20
chr11	110584471	110584480	10	*	X02417	57569	110447759	110583912	136154	-	558	upstream	558	ARHGAP20
chr11	111385365	111385373	9	*	X02418	399949	111385510	111407756	22247	+	136	upstream	136	HOATZ
chr11	113930568	113930576	9	*	X02431	7704	113930431	114121397	190967	+	0	inside	136	ZBTB16
chr11	118024132	118024141	10	*	X02448	6330	118004092	118023630	19539	-	501	upstream	501	SCN4B
chr11	121322234	121322244	11	*	X02498	6653	121322912	121504471	181560	+	667	upstream	667	SORL1
chr11	124609149	124609161	13	*	X02509	4900	124609829	124617102	7274	+	667	upstream	667	NRGN
chr11	124632959	124632967	9	*	X02512	90952	124622026	124632223	10198	-	735	upstream	735	ESAM
chr11	128566214	128566222	9	*	X02537	100507392	128561567	128565918	4352	-	295	upstream	295	SENCR
chr11	128760985	128760999	15	*	X02546	3762	128761313	128787951	26639	+	313	upstream	313	KCNJ5
chr11	128761294	128761337	44	*	X02547	3762	128761313	128787951	26639	+	0	overlapStart	0	KCNJ5
chr11	129245445	129245454	10	*	X02565	8538	129245881	129322174	76294	+	426	upstream	426	BARX2
chr11	129245459	129245468	10	*	X02566	8538	129245881	129322174	76294	+	412	upstream	412	BARX2
chr11	129683930	129683943	14	*	X02567	120224	129685741	129729898	44158	+	1797	upstream	1797	TMEM45B
chr11	133828600	133828613	14	*	X02581	22997	133778520	133826649	48130	-	1950	upstream	1950	IGSF9B
chr11	133828622	133828630	9	*	X02582	22997	133778520	133826649	48130	-	1972	upstream	1972	IGSF9B
chr11	134280933	134280941	9	*	X02588	283177	134282200	134375555	93356	+	1258	upstream	1258	B3GAT1-DT
chr12	1929666	1929681	16	*	X02626	654429	1929433	1945918	16486	+	0	inside	232	LRTM2
chr12	2160415	2160426	12	*	X02627	775	2162416	2807115	644700	+	1989	upstream	1989	CACNA1C
chr12	5540548	5540565	18	*	X02666	4908	5541280	5604465	63186	+	714	upstream	714	NTF3
chr12	12503981	12503990	10	*	X02692	54682	12482218	12503169	20952	-	811	upstream	811	MANSC1
chr12	14133628	14133638	11	*	X02695	2904	13714410	14133022	418613	-	605	upstream	605	GRIN2B
chr12	14133829	14133843	15	*	X02696	2904	13714410	14133022	418613	-	806	upstream	806	GRIN2B
chr12	14133850	14133860	11	*	X02697	2904	13714410	14133022	418613	-	827	upstream	827	GRIN2B
chr12	14134815	14134829	15	*	X02698	2904	13714410	14133022	418613	-	1792	upstream	1792	GRIN2B
chr12	14134832	14134842	11	*	X02699	2904	13714410	14133022	418613	-	1809	upstream	1809	GRIN2B
chr12	15374111	15374120	10	*	X02701	85004	15260716	15374411	113696	-	0	inside	290	RERG
chr12	22095736	22095747	12	*	X02710	10060	21950324	22094336	144013	-	1399	upstream	1399	ABCC9
chr12	26277891	26277918	28	*	X02722	79365	26272959	26278003	5045	-	0	inside	84	BHLHE41
chr12	26277980	26277988	9	*	X02723	79365	26272959	26278003	5045	-	0	inside	14	BHLHE41
chr12	26348273	26348286	14	*	X02726	8082	26348269	26405853	57585	+	0	inside	3	SSPN
chr12	26348568	26348577	10	*	X02727	8082	26348269	26405853	57585	+	0	inside	298	SSPN
chr12	28124727	28124749	23	*	X02732	5744	28111017	28124916	13900	-	0	inside	166	PTHLH
chr12	28125871	28125880	10	*	X02733	5744	28111017	28124916	13900	-	954	upstream	954	PTHLH
chr12	31745379	31745387	9	*	X02741	160518	31535157	31743952	208796	-	1426	upstream	1426	DENND5B
chr12	44229285	44229301	17	*	X02750	84216	44229962	44783541	553580	+	660	upstream	660	TMEM117
chr12	45446005	45446028	24	*	X02753	440097	45408539	45444882	36344	-	1122	upstream	1122	DBX2
chr12	47474711	47474720	10	*	X02755	347902	47469490	47473734	4245	-	976	upstream	976	AMIGO2
chr12	49371533	49371563	31	*	X02763	7471	49372236	49376396	4161	+	672	upstream	672	WNT1
chr12	49393194	49393208	15	*	X02769	23109	49388933	49393088	4156	-	105	upstream	105	DDN
chr12	49393217	49393231	15	*	X02770	23109	49388933	49393088	4156	-	128	upstream	128	DDN
chr12	49687782	49687793	12	*	X02771	5630	49688909	49692481	3573	+	1115	upstream	1115	PRPH
chr12	49687827	49687835	9	*	X02772	5630	49688909	49692481	3573	+	1073	upstream	1073	PRPH
chr12	50450804	50450813	10	*	X02789	41	50451420	50477405	25986	+	606	upstream	606	ASIC1
chr12	50451005	50451015	11	*	X02790	41	50451420	50477405	25986	+	404	upstream	404	ASIC1
chr12	50451018	50451027	10	*	X02791	41	50451420	50477405	25986	+	392	upstream	392	ASIC1
chr12	50451029	50451041	13	*	X02792	41	50451420	50477405	25986	+	378	upstream	378	ASIC1
chr12	50451133	50451162	30	*	X02793	41	50451420	50477405	25986	+	257	upstream	257	ASIC1
chr12	50451313	50451322	10	*	X02794	41	50451420	50477405	25986	+	97	upstream	97	ASIC1
chr12	50451356	50451368	13	*	X02795	41	50451420	50477405	25986	+	51	upstream	51	ASIC1
chr12	52625340	52625352	13	*	X02806	3855	52626954	52642709	15756	+	1601	upstream	1601	KRT7
chr12	52626058	52626066	9	*	X02807	3855	52626954	52642709	15756	+	887	upstream	887	KRT7
chr12	52626126	52626134	9	*	X02808	3855	52626954	52642709	15756	+	819	upstream	819	KRT7
chr12	52626219	52626230	12	*	X02809	3855	52626954	52642709	15756	+	723	upstream	723	KRT7
chr12	52643234	52643245	12	*	X02810	3892	52643084	52702947	59864	+	0	inside	149	KRT86
chr12	52702818	52702826	9	*	X02813	3887	52679697	52702155	22459	-	662	upstream	662	KRT81
chr12	53730417	53730425	9	*	X02828	121340	53720360	53730004	9645	-	412	upstream	412	SP7
chr12	53730514	53730523	10	*	X02829	121340	53720360	53730004	9645	-	509	upstream	509	SP7
chr12	53730532	53730551	20	*	X02830	121340	53720360	53730004	9645	-	527	upstream	527	SP7
chr12	54332438	54332446	9	*	X02852	3229	54332576	54340328	7753	+	129	upstream	129	HOXC13
chr12	54401420	54401430	11	*	X02857	3224	54402890	54406545	3656	+	1459	upstream	1459	HOXC8
chr12	54425942	54425951	10	*	X02860	693200	54427734	54427829	96	+	1782	upstream	1782	MIR615
chr12	54476814	54476823	10	*	X02871	100240735	54472623	54475607	2985	-	1206	upstream	1206	LOC100240735
chr12	54518980	54518990	11	*	X02876	400043	54519855	54526626	6772	+	864	upstream	864	LINC02381
chr12	54941276	54941318	43	*	X02894	5153	54943177	54973023	29847	+	1858	upstream	1858	PDE1B
chr12	54943194	54943205	12	*	X02895	5153	54943177	54973023	29847	+	0	inside	16	PDE1B
chr12	57608863	57608872	10	*	X02916	11247	57610578	57620232	9655	+	1705	upstream	1705	NXPH4
chr12	57608874	57608883	10	*	X02917	11247	57610578	57620232	9655	+	1694	upstream	1694	NXPH4
chr12	57609236	57609244	9	*	X02918	11247	57610578	57620232	9655	+	1333	upstream	1333	NXPH4
chr12	57609341	57609349	9	*	X02919	11247	57610578	57620232	9655	+	1228	upstream	1228	NXPH4
chr12	57634347	57634363	17	*	X02921	56901	57628686	57634475	5790	-	0	inside	111	NDUFA4L2
chr12	57634366	57634381	16	*	X02922	56901	57628686	57634475	5790	-	0	inside	93	NDUFA4L2
chr12	57635239	57635271	33	*	X02923	56901	57628686	57634475	5790	-	763	upstream	763	NDUFA4L2
chr12	57636036	57636044	9	*	X02924	56901	57628686	57634475	5790	-	1560	upstream	1560	NDUFA4L2
chr12	58148648	58148657	10	*	X02934	92979	58148881	58154193	5313	+	223	upstream	223	MARCHF9
chr12	66583117	66583125	9	*	X02942	11213	66582978	66648394	65417	+	0	inside	138	IRAK3
chr12	82152991	82152992	2	*	X02950	8499	81652045	82153109	501065	-	0	inside	116	PPFIA2
chr12	82153275	82153286	12	*	X02951	8499	81652045	82153109	501065	-	165	upstream	165	PPFIA2
chr12	97856841	97856852	12	*	X02973	196475	97858799	97958793	99995	+	1946	upstream	1946	RMST
chr12	97856857	97856870	14	*	X02974	196475	97858799	97958793	99995	+	1928	upstream	1928	RMST
chr12	109747850	109747858	9	*	X03001	121643	109715783	109747025	31243	-	824	upstream	824	FOXN4
chr12	113910704	113910714	11	*	X03031	64211	113900694	113909877	9184	-	826	upstream	826	LHX5
chr12	113911064	113911073	10	*	X03032	64211	113900694	113909877	9184	-	1186	upstream	1186	LHX5
chr12	113911078	113911086	9	*	X03033	64211	113900694	113909877	9184	-	1200	upstream	1200	LHX5
chr12	113911424	113911435	12	*	X03034	64211	113900694	113909877	9184	-	1546	upstream	1546	LHX5
chr12	113911498	113911511	14	*	X03035	64211	113900694	113909877	9184	-	1620	upstream	1620	LHX5
chr12	113911514	113911522	9	*	X03036	64211	113900694	113909877	9184	-	1636	upstream	1636	LHX5
chr12	117799645	117799670	26	*	X03090	4842	117645947	117799607	153661	-	37	upstream	37	NOS1
chr12	117799673	117799704	32	*	X03091	4842	117645947	117799607	153661	-	65	upstream	65	NOS1
chr12	117800303	117800332	30	*	X03092	4842	117645947	117799607	153661	-	695	upstream	695	NOS1
chr12	117800335	117800344	10	*	X03093	4842	117645947	117799607	153661	-	727	upstream	727	NOS1
chr12	117800347	117800363	17	*	X03094	4842	117645947	117799607	153661	-	739	upstream	739	NOS1
chr12	117801491	117801502	12	*	X03095	4842	117645947	117799607	153661	-	1883	upstream	1883	NOS1
chr12	117801531	117801548	18	*	X03096	4842	117645947	117799607	153661	-	1923	upstream	1923	NOS1
chr12	119771771	119771779	9	*	X03108	160777	119772517	119978852	206336	+	737	upstream	737	CCDC60
chr12	119771843	119771851	9	*	X03109	160777	119772517	119978852	206336	+	665	upstream	665	CCDC60
chr12	122459875	122459878	4	*	X03115	605	122459861	122499950	40090	+	0	inside	13	BCL7A
chr12	122688141	122688149	9	*	X03116	79369	122688228	122692084	3857	+	78	upstream	78	B3GNT4
chr12	128751096	128751106	11	*	X03148	92293	128751948	129192460	440513	+	841	upstream	841	TMEM132C
